analysis_type,usage_frequency_category,savings_category,user_segments_count,avg_monthly_trips,avg_annual_trips,avg_annual_casual_cost,annual_membership_cost,avg_annual_savings,avg_conversion_score,consistency_score,marketing_priority,recommended_messaging,break_even_annual_trips
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,940,11280,17855.74421,143.9,17711.84421,95,100.00,Immediate Priority,"""Wells St & Concord Ln""",91
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,529,6348,17824.6878325,143.9,17680.7878325,95,100.00,Immediate Priority,"""Mies van der Rohe Way & Chestnut St""",51
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,442,5304,17754.1350875,143.9,17610.2350875,95,100.00,Immediate Priority,"""McClurg Ct & Erie St""",43
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,891,10692,17605.866655,143.9,17461.966655,95,100.00,Immediate Priority,"""Clark St & Elm St""",87
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,625,7500,17495.363575,143.9,17351.463575,95,100.00,Immediate Priority,"""Wabash Ave & Roosevelt Rd""",62
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,685,8220,17280.948085,143.9,17137.048085,95,100.00,Immediate Priority,"""Dearborn St & Erie St""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,449,5388,17084.611755,143.9,16940.711755,95,100.00,Immediate Priority,"""Michigan Ave & Pearson St""",45
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,599,7188,16677.676595,143.9,16533.776595,94,100.00,Immediate Priority,"""DuSable Lake Shore Dr & Wellington Ave""",62
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,418,5016,16589.408865,143.9,16445.508865,95,100.00,Immediate Priority,"""Shore Dr & 55th St""",44
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,514,6168,15991.364495,143.9,15847.464495,95,100.00,Immediate Priority,"""Field Blvd & South Water St""",56
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,827,9924,15983.3252775,143.9,15839.4252775,95,100.00,Immediate Priority,"""Wells St & Elm St""",89
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,435,5220,15727.2519,143.9,15583.3519,95,100.00,Immediate Priority,"""Michigan Ave & Madison St""",48
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,594,7128,15662.2538275,143.9,15518.3538275,95,100.00,Immediate Priority,"""Lakeview Ave & Fullerton Pkwy""",65
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,366,4392,15621.315672,143.9,15477.415672,95,83.33,Immediate Priority,"""Cannon Dr & Fullerton Ave""",40
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,483,5796,15488.6425690909,143.9,15344.7425690909,95,91.67,Immediate Priority,"""Streeter Dr/Grand Ave""",54
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,429,5148,15009.5482609091,143.9,14865.6482609091,95,91.67,Immediate Priority,"""Burnham Harbor""",49
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,398,4776,14776.9192227273,143.9,14633.0192227273,95,91.67,Immediate Priority,"""Michigan Ave & Ida B Wells Dr""",47
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,722,8664,14737.7992090909,143.9,14593.8992090909,95,91.67,Immediate Priority,"""State St & Chicago Ave""",85
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,532,6384,14542.76344,143.9,14398.86344,95,100.00,Immediate Priority,"""State St & Randolph St""",63
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,466,5592,14431.1132945455,143.9,14287.2132945455,95,91.67,Immediate Priority,"""Clark St & North Ave""",56
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,836,10032,14106.314155,143.9,13962.414155,95,100.00,Immediate Priority,"""Kingsbury St & Kinzie St""",102
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,581,6972,14017.9025525,143.9,13874.0025525,95,100.00,Immediate Priority,"""Sheffield Ave & Waveland Ave""",72
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,524,6288,13806.3077575,143.9,13662.4077575,95,100.00,Immediate Priority,"""Daley Center Plaza""",66
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,626,7512,13783.19325,143.9,13639.29325,95,100.00,Immediate Priority,"""Dearborn Pkwy & Delaware Pl""",78
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,511,6132,13667.673685,143.9,13523.773685,95,100.00,Immediate Priority,"""Clark St & Lake St""",65
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,668,8016,13618.3176,143.9,13474.4176,95,100.00,Immediate Priority,"""Clinton St & Madison St""",85
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,465,5580,13388.91679,143.9,13245.01679,95,100.00,Immediate Priority,"""State St & Kinzie St""",60
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,611,7332,13370.6090625,143.9,13226.7090625,95,100.00,Immediate Priority,"""Broadway & Barry Ave""",79
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,680,8160,13333.24181,143.9,13189.34181,95,100.00,Immediate Priority,"""Wilton Ave & Belmont Ave""",88
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,476,5712,13006.0338575,143.9,12862.1338575,95,100.00,Immediate Priority,"""Wabash Ave & 9th St""",63
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,600,7200,12976.7614425,143.9,12832.8614425,95,100.00,Immediate Priority,"""Clark St & Newport St""",80
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,528,6336,12778.448855,143.9,12634.548855,95,100.00,Immediate Priority,"""Broadway & Cornelia Ave""",71
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,467,5604,12757.600815,143.9,12613.700815,95,100.00,Immediate Priority,"""Pine Grove Ave & Waveland Ave""",63
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,440,5280,12700.5864425,143.9,12556.6864425,95,100.00,Immediate Priority,"""St. Clair St & Erie St""",60
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,698,8376,12660.4660925,143.9,12516.5660925,95,100.00,Immediate Priority,"""Wells St & Huron St""",95
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,441,5292,12544.1336175,143.9,12400.2336175,95,100.00,Immediate Priority,"""Rush St & Superior St""",61
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,514,6168,12529.759295,143.9,12385.859295,95,100.00,Immediate Priority,"""Franklin St & Jackson Blvd""",71
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,483,5796,12487.0746825,143.9,12343.1746825,95,100.00,Immediate Priority,"""Dearborn St & Monroe St""",67
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,643,7716,12327.5058,143.9,12183.6058,95,100.00,Immediate Priority,"""Wells St & Hubbard St""",90
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,491,5892,12100.0617575,143.9,11956.1617575,95,100.00,Immediate Priority,"""Stockton Dr & Wrightwood Ave""",70
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,398,4776,11813.8219075,143.9,11669.9219075,95,100.00,Immediate Priority,"""Mies van der Rohe Way & Chicago Ave""",58
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,465,5580,11736.0683525,143.9,11592.1683525,95,100.00,Immediate Priority,"""Clark St & Drummond Pl""",68
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,506,6072,11703.4233425,143.9,11559.5233425,95,100.00,Immediate Priority,"""Federal St & Polk St""",75
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,547,6564,11471.6992975,143.9,11327.7992975,95,100.00,Immediate Priority,"""Clark St & Wrightwood Ave""",82
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,573,6876,11459.323285,143.9,11315.423285,95,100.00,Immediate Priority,"""Larrabee St & Webster Ave""",86
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,365,4380,11402.507225,143.9,11258.607225,95,100.00,Immediate Priority,"""Wabash Ave & Adams St""",55
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,520,6240,11277.59524,143.9,11133.69524,95,100.00,Immediate Priority,"""Halsted St & Roscoe St""",80
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,340,4080,11168.0444475,143.9,11024.1444475,95,100.00,Immediate Priority,"""Calumet Ave & 18th St""",53
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,586,7032,11165.9110575,143.9,11022.0110575,95,100.00,Immediate Priority,"""Canal St & Madison St""",91
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,515,6180,11093.7155275,143.9,10949.8155275,95,100.00,Immediate Priority,"""Clinton St & Jackson Blvd""",80
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,474,5688,11092.922975,143.9,10949.022975,95,100.00,Immediate Priority,"""Rush St & Cedar St""",74
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,614,7368,11087.296075,143.9,10943.396075,95,100.00,Immediate Priority,"""Halsted St & Fulton St""",96
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,616,7392,11077.528425,143.9,10933.628425,95,100.00,Immediate Priority,"""Desplaines St & Kinzie St""",96
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,360,4320,11043.191845,143.9,10899.291845,95,100.00,Immediate Priority,"""Stetson Ave & South Water St""",56
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,244,2928,11016.6872666667,143.9,10872.7872666667,95,75.00,High Priority,"""Fort Dearborn Dr & 31st St*""",38
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,587,7044,10992.55059,143.9,10848.65059,95,100.00,Immediate Priority,"""Wells St & Evergreen Ave""",92
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,567,6804,10970.18746,143.9,10826.28746,95,100.00,Immediate Priority,"""Orleans St & Merchandise Mart Plaza""",89
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,513,6156,10925.6787875,143.9,10781.7787875,95,100.00,Immediate Priority,"""Clark St & Schiller St""",81
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,539,6468,10905.5779275,143.9,10761.6779275,95,100.00,Immediate Priority,"""Damen Ave & Pierce Ave""",85
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,488,5856,10581.6291325,143.9,10437.7291325,95,100.00,Immediate Priority,"""University Ave & 57th St""",80
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,529,6348,10554.01794,143.9,10410.11794,95,100.00,Immediate Priority,"""Ashland Ave & Division St""",87
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,467,5604,10505.7292675,143.9,10361.8292675,95,100.00,Immediate Priority,"""Southport Ave & Roscoe St""",77
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,369,4428,10391.0296275,143.9,10247.1296275,95,100.00,Immediate Priority,"""Michigan Ave & 14th St""",61
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,535,6420,10384.727605,143.9,10240.827605,95,100.00,Immediate Priority,"""Sheffield Ave & Fullerton Ave""",89
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,257,3084,10371.2504181818,143.9,10227.3504181818,95,91.67,Immediate Priority,"""Marine Dr & Ainslie St""",43
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,495,5940,10267.7046275,143.9,10123.8046275,95,100.00,Immediate Priority,"""Lincoln Ave & Fullerton Ave""",83
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,453,5436,10224.73926,143.9,10080.83926,95,100.00,Immediate Priority,"""Broadway & Waveland Ave""",77
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,327,3924,10024.8953925,143.9,9880.9953925,95,100.00,Immediate Priority,"""Michigan Ave & 18th St""",56
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,372,4464,9985.40379,143.9,9841.50379,95,100.00,Immediate Priority,"""LaSalle Dr & Huron St""",64
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,373,4476,9727.60077545454,143.9,9583.70077545454,95,91.67,Immediate Priority,"""Wells St & Randolph St""",66
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,559,6708,9661.7213175,143.9,9517.8213175,95,100.00,Immediate Priority,"""Clinton St & Washington Blvd""",100
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,332,3984,9512.169795,143.9,9368.269795,95,100.00,Immediate Priority,"""Rush St & Hubbard St""",60
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,500,6000,9466.2314325,143.9,9322.3314325,95,100.00,Immediate Priority,"""Halsted St & Clybourn Ave""",91
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,178,2136,9428.710092,143.9,9284.810092,95,83.33,Immediate Priority,"""Fort Dearborn Dr & 31st St""",33
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,303,3636,9389.0648675,143.9,9245.1648675,95,100.00,Immediate Priority,"""State St & Van Buren St""",56
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,477,5724,9384.75787,143.9,9240.85787,95,100.00,Immediate Priority,"""Sheffield Ave & Wrightwood Ave""",88
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,463,5556,9348.965715,143.9,9205.065715,95,100.00,Immediate Priority,"""Green St & Madison St""",86
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,385,4620,9335.0872025,143.9,9191.1872025,95,100.00,Immediate Priority,"""Broadway & Belmont Ave""",71
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,447,5364,9320.63811,143.9,9176.73811,95,100.00,Immediate Priority,"""Canal St & Adams St""",83
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,313,3756,9216.4821725,143.9,9072.5821725,94,100.00,Immediate Priority,"""State St & Harrison St""",59
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,476,5712,9094.6131975,143.9,8950.7131975,95,100.00,Immediate Priority,"""Ellis Ave & 60th St""",90
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,455,5460,9085.18034,143.9,8941.28034,95,100.00,Immediate Priority,"""Clark St & Grace St""",86
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,214,2568,8874.5983925,143.9,8730.6983925,94,100.00,Immediate Priority,"""Cornell Ave & Hyde Park Blvd""",42
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,246,2952,8836.07656909091,143.9,8692.17656909091,94,91.67,Immediate Priority,"""Calumet Ave & 21st St""",48
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,409,4908,8751.34885636364,143.9,8607.44885636364,95,91.67,Immediate Priority,"""Ritchie Ct & Banks St""",81
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,311,3732,8663.5378025,143.9,8519.6378025,94,100.00,Immediate Priority,"""Clarendon Ave & Junior Ter""",62
STATION_CONVERSION_TARGETS,Super Heavy User (20+ trips/month),High Savings Potential (>$10/month),1,340,4080,8518.3270425,143.9,8374.4270425,95,100.00,Immediate Priority,"""Pine Grove Ave & Irving Park Rd""",69
